Call_Number,Title,Last_Name,First_Name,Year
"ND237.Q4A4 1987","Holt Quentel: New Paintings","Ottman","Klaus","1987"
"NC1426.P723 2007","Artist Within: Portraits of Cartoonists, Comic Book Artists, Animators and others","Preston","Greg","2007"
"NC1305.F57","Art & Politics: Cartoonists of the Masses and Liberator","Fitzgerald","Richard","1973"
"NC1305.A869 2006","Attitude 3: The New Subversive Online Cartoonists","Rall","Ted","2006"
"NC1305.G68 1986","Great Comic Book Artists, Volume 2","Goulart","Ron","1986"
"NC1320.B75","How to Draw and Sell Cartoons","Breger","Dave","1966"
"NC1320.R42 1984","How to Draw Caracatures","Redman","Lenn","1984"
"NC1425.H47 2011","American Political Cartoons: The Evolution of a National Identity, 1754-2010","Hess","Stephen","2011"
"NC1426.C5","Today's Cartoon","Chase","John","1962"
"TR647.D36 2016","Bruce Davidson","","","2016"
"N6537.C48A4 2021","Judy Chicago in the Making","Schmuckli","Claudia","2021"
"F548.37.O44 2021","Abandoned Chicagoland","Olejniczak","Jerry","2021"
"NC96.D65 2012","Alley Studies: A Trip Through Chicago's OTHER Street Grid","Dolan","William","2012"
"NC1075.M33A55","Young Eye Seeing: Some Letters Written in 1932 and 1933","McNear","Everett","1956"
"NC1075.O4A53 1969","Claes Oldenburg: Proposals for Monuments and Buildings 1965-69","Oldenburg","Claes","1969"
"NC1075.O4B3","Drawings and Prints","Oldenburg","Claes","1970"
"NC1075.S715S2","Drawings","Sperry","Vicci","1968"
"NC1075.W55H6","Images of Dignity: The Drawings of Charles White","","","1967"
"NC1429.M428D73 2020","Drawing Fire: The Editorial Cartoons of Bill Mauldin","DePastino","Todd","2020"
"NC1002.M4R35 1994b","Restaurant and Food Graphics","Hays","Judi Radice","1994"
"NC1002.M4R4 1993","Restaurant Graphics from Matchbooks to Menus","","","1993"
"NC1002.M4R34 1992","Menu Design 5","Radice","Judi","1992"
"NC1002.M4R47 1996","Restaurant Graphics 2","","","1996"
"NC1002.L63A32 2008","Masters of Design: Logos & Identity","Adams","Sean","2008"
"NC1002.L63C332 2007","Secret Life of Logos","Cabarga","Leslie","2007"
"NC1002.L3L33 1992","Lable Designs 3","","","1992"
"NC1002.L47B47 2004","Best of Letterhead and Logo Design","","","2004"
"NC1002.L47L47 1994","Letterhead & Logo Design 3: Creating the Corporate Image","","","1994"
"NC1002.L47L47 1998","Letterhead & Logo Design 5","","","1998"
"NC1002.L47L47 2003b","Letterhead & Logo Design 8","","","2003"
"NC1002.L47L47 2007","Letterhead & Logo Design 10","","","2007"
"NC1002.C3M37 1997","Vintage Illustration: Discovering America's Calendar Artists","Martin","Rick & Charlotte","1997"
"NC1002.C4B47 1998","Best of Business Card Design 3","","","1998"
"NC1002.C4B47 2004","Best of Business Card Design 6","","","2004"
"NC1002.C4B47 2006","Best of Business Card Design 7","","","2006"
"NC1002.C4B47 2008","Best of Business Card Design 8","","","2008"
"NC1001.5.P74 1991","Print's Best Corporate Pulbications","","","1991"
"NC1001.5.P747 1993","Print's Best Illustration and Photography","","","1993"
"NC1001.5.P75 1995","Print's Best Letterheads and Business Cards 4","","","1995"
"NC1001.5.P75 1994","Print's Best Letterheads and Business Cards 3","","","1994"
"NC1001.5.P75 1998","Print's Best Letterheads and Business Cards 5","","","1998"
"NC1001.5.P75 2000","Print's Best Letterheads and Business Cards 6","","","2000"
"NC1001.5.P76 1995","Print's Best Logos and Symbols 4","","","1995"
"ND237.N533N54 1987","As I Remember Uncle John","Nielson","Peggy D.","1987"
"NC1001.5.P76 2000","Print's Best Logos and Symbols 6","","","2000"
"NC1001.6.P7 1990","Promo 1: The Ultimate in Graphic Designer's and Illustration Self-Promotion","","","1990"
"NC1002.B65C53 2016","Classic Penguin: Cover to Cover","Buckley","Paul","2016"
"NC998.5.I5A55 1992","Anchor Graphics Program Guide 1992","","","1992"
"NC998.5.I32C483 1994","Chicago Graphic Design","","","1994"
"NC999.4.G73G73 1984","Graphic Artists Guild's Corporate & Communications Design Annual","","","1984"
"ND237.M364A4 1994","Telling Stories: Selected Paintings","Marshall","Kerry James","1994"
"N6435.C5L44 2017","The Legacy Continuies: The Chicago Socieyt of Artists","Stevens","Jane","2017"
"ND237.L277A4 1995","Terence La Noue","Charles Cowles Gallery","","1995"
"ND237.K59E27","Karl Knaths: Five Decades of Painting","Eaton","Charles Edward","1973"
"ND237.K5547A4 1996","David Klamen: Paintings","Richard Gray Gallery","","1996"
"ND237.K5547A4 2001","David Klamen: Paintings and Watercolors","Richard Gray Gallery","","2001"
"ND237.H367A4 2014","Philip Hanson: I am a Child of the Light, Student of the Dark","Corbett v Dempsey","","2014"
"ND237.G285A48","Leon Gaspard: A Retrospective Exhibition","Maxwell Galleries","","1967"
"ND237.B3S5 1993","Jack Beal","Shanes","Eric","1993"
"ND237.A63A3","Benny Andrews: The Bicentennial Series","Alloway","Lawrence","1975"
"ND230.C52P56","A Show of Color: 100 Years of Painting in the Pike's Peak Region","Shalkop","Robert L.","1971"
"ND212.S455 1994","Sense of Place","College of DuPage","","1994"
"ND212.M37A5","Three American Purists: Mason/Miles/vonWiegand","Brown","Jeffery R.","1975"
"ND237.I82A4 1992b","Michiko Itatani: New Paintings: 1990-1992","UWM Art Museum","","1992"
"ND237.G74A4 2011","Art Green: Tell Tale Signs","Corbett vs Dempsey","","2011"
"ND237.H299A4 2010","Philip Hanson: The Subtle Diagram","Corbett vs Dempsey","","2010"
"ND212.C68 1971 v.32","32nd Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","1971"
"ND212.C68 1975 v.34","34th Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","","1975"
"NC1429.R16A4 2000","Christina Ramberg: Drawings","Kirshner","Judith","2000"
"N6537.R243A4 2011","Christina Ramberg: Corset Urns & Other Inventions 1968-1980","Corbett","John","2011"
"NC1429.F52A42","As I Saw It: A Review of Our Times with 311 Cartoons and Notes","Fitzpatrick","D.R.","1953"
"ND212.C68 1985 v.39","39th Biennial Exhibition of Contemporary American Painting","Corcoran Gallery of Art","58-59","1985"
"ND212.A15 1995","25 Americans: Painting in the 90s","Milwaukee Art Museum","","1995"
"ND212.A4464 2006","Abstract Imagist","Corbett v. Dempsey","","2006"
"ND212.A1I4 1967","Contemporary American Painting and Sculpture","","","1967"
"ND212.A1I4 1963","Contemporary American Painting and Sculpture","","76","1963"
"ND212.A1I4 1957","Exhibition of contemporary American painting and sculpture","University of Illinois…","108","1957"
"ND205.B83 1994","Master Paintings from the Butler Institute of American Art","Sweetkind","Irene S.","1994"
"NC1429.B626A2 1998","Herblock: A Cartoonist's Life","Block","Herbert","1998"
